Year_Month,Line,Card_type,Trip
2022-01,T6 replacement buses,Day Pass without SAF,2
2022-01,T6 replacement buses,Employee,30
2022-01,T6 replacement buses,Free Travel,2
2022-01,T6 replacement buses,School Student,18
2022-01,T6 replacement buses,Senior/Pensioner,1697
2022-01,T7 Olympic Park Line,Adult,21252
2022-01,T7 Olympic Park Line,CTP,9163
2022-01,T7 Olympic Park Line,Child/Youth,1349
2022-01,T7 Olympic Park Line,Concession,1564
2022-01,T7 Olympic Park Line,Day Pass without SAF,3
2022-01,T7 Olympic Park Line,Employee,350
2022-01,T7 Olympic Park Line,Free Travel,21
2022-01,T7 Olympic Park Line,School Student,18
2022-01,T7 Olympic Park Line,Senior/Pensioner,3021
2022-01,T7 Olympic Park Line,Sgl Trip Rail Adult,63
2022-01,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,40
2022-01,T8 Airport and South Line,Adult,572495
2022-01,T8 Airport and South Line,CTP,337832
2022-01,T8 Airport and South Line,Child/Youth,51784
2022-01,T8 Airport and South Line,Concession,48949
2022-01,T8 Airport and South Line,Day Pass without SAF,23
2022-01,T8 Airport and South Line,Employee,20288
2022-01,T8 Airport and South Line,Free Travel,1223
2022-01,T8 Airport and South Line,School Student,806
2022-01,T8 Airport and South Line,Senior/Pensioner,101649
2022-01,T8 Airport and South Line,Sgl Trip Rail Adult,12520
2022-01,T8 Airport and South Line,Sgl Trip Rail Child/Youth,6478
2022-01,T9 Northern Line,Adult,365884
2022-01,T9 Northern Line,CTP,163040
2022-01,T9 Northern Line,Child/Youth,36206
2022-01,T9 Northern Line,Concession,35523
2022-01,T9 Northern Line,Day Pass without SAF,10
2022-01,T9 Northern Line,Employee,6155
2022-01,T9 Northern Line,Free Travel,375
2022-01,T9 Northern Line,School Student,1790
2022-01,T9 Northern Line,Senior/Pensioner,66843
2022-01,T9 Northern Line,Sgl Trip Rail Adult,820
2022-01,T9 Northern Line,Sgl Trip Rail Child/Youth,812
2022-02,Blue Mountains Line,Adult,146013
2022-02,Blue Mountains Line,CTP,64740
2022-02,Blue Mountains Line,Child/Youth,12497
2022-02,Blue Mountains Line,Concession,15343
2022-02,Blue Mountains Line,Day Pass without SAF,44
2022-02,Blue Mountains Line,Employee,5345
2022-02,Blue Mountains Line,Free Travel,308
2022-02,Blue Mountains Line,School Student,24046
2022-02,Blue Mountains Line,Senior/Pensioner,45318
2022-02,Blue Mountains Line,Sgl Trip Rail Adult,853
2022-02,Blue Mountains Line,Sgl Trip Rail Child/Youth,730
2022-02,Central Coast Newcastle Line,Adult,200531
2022-02,Central Coast Newcastle Line,CTP,102601
2022-02,Central Coast Newcastle Line,Child/Youth,21695
2022-02,Central Coast Newcastle Line,Concession,26613
2022-02,Central Coast Newcastle Line,Day Pass without SAF,39
2022-02,Central Coast Newcastle Line,Employee,8564
2022-02,Central Coast Newcastle Line,Free Travel,846
2022-02,Central Coast Newcastle Line,School Student,52725
2022-02,Central Coast Newcastle Line,Senior/Pensioner,77289
2022-02,Central Coast Newcastle Line,Sgl Trip Rail Adult,2258
2022-02,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,1057
2022-02,Hunter Line,Adult,10728
2022-02,Hunter Line,CTP,10552
2022-02,Hunter Line,Child/Youth,2253
2022-02,Hunter Line,Concession,2170
2022-02,Hunter Line,Day Pass without SAF,29
2022-02,Hunter Line,Employee,212
2022-02,Hunter Line,Free Travel,82
2022-02,Hunter Line,School Student,3138
2022-02,Hunter Line,Senior/Pensioner,6460
2022-02,Hunter Line,Sgl Trip Rail Adult,104
2022-02,Hunter Line,Sgl Trip Rail Child/Youth,68
2022-02,South Coast Line,Adult,112676
2022-02,South Coast Line,CTP,73625
2022-02,South Coast Line,Child/Youth,9556
2022-02,South Coast Line,Concession,12445
2022-02,South Coast Line,Day Pass without SAF,23
2022-02,South Coast Line,Employee,2420
2022-02,South Coast Line,Free Travel,256
2022-02,South Coast Line,School Student,18576
2022-02,South Coast Line,Senior/Pensioner,36828
2022-02,South Coast Line,Sgl Trip Rail Adult,671
2022-02,South Coast Line,Sgl Trip Rail Child/Youth,253
2022-02,Southern Highlands Line,Adult,13282
2022-02,Southern Highlands Line,CTP,6761
2022-02,Southern Highlands Line,Child/Youth,1748
2022-02,Southern Highlands Line,Concession,1266
2022-02,Southern Highlands Line,Day Pass without SAF,3
2022-02,Southern Highlands Line,Employee,458
2022-02,Southern Highlands Line,Free Travel,33
2022-02,Southern Highlands Line,School Student,1348
2022-02,Southern Highlands Line,Senior/Pensioner,6285
2022-02,Southern Highlands Line,Sgl Trip Rail Adult,63
2022-02,Southern Highlands Line,Sgl Trip Rail Child/Youth,39
2022-02,T1 North Shore Line,Adult,828781
2022-02,T1 North Shore Line,CTP,468669
2022-02,T1 North Shore Line,Child/Youth,78257
2022-02,T1 North Shore Line,Concession,114216
2022-02,T1 North Shore Line,Day Pass without SAF,8
2022-02,T1 North Shore Line,Employee,18855
2022-02,T1 North Shore Line,Free Travel,2377
2022-02,T1 North Shore Line,School Student,177282
2022-02,T1 North Shore Line,Senior/Pensioner,159487
2022-02,T1 North Shore Line,Sgl Trip Rail Adult,4821
2022-02,T1 North Shore Line,Sgl Trip Rail Child/Youth,2881
2022-02,T1 Western Line,Adult,1049325
2022-02,T1 Western Line,CTP,434264
2022-02,T1 Western Line,Child/Youth,68556
2022-02,T1 Western Line,Concession,110451
2022-02,T1 Western Line,Day Pass without SAF,202
2022-02,T1 Western Line,Employee,31458
2022-02,T1 Western Line,Free Travel,2280
2022-02,T1 Western Line,School Student,148662
2022-02,T1 Western Line,Senior/Pensioner,210408
2022-02,T1 Western Line,Sgl Trip Rail Adult,6402
2022-02,T1 Western Line,Sgl Trip Rail Child/Youth,5027
2022-02,T2 Inner West Line,Adult,258466
2022-02,T2 Inner West Line,CTP,170605
2022-02,T2 Inner West Line,Child/Youth,17962
2022-02,T2 Inner West Line,Concession,32482
2022-02,T2 Inner West Line,Day Pass without SAF,2
2022-02,T2 Inner West Line,Employee,5744
2022-02,T2 Inner West Line,Free Travel,432
2022-02,T2 Inner West Line,School Student,29765
2022-02,T2 Inner West Line,Senior/Pensioner,46179
2022-02,T2 Inner West Line,Sgl Trip Rail Adult,1433
2022-02,T2 Inner West Line,Sgl Trip Rail Child/Youth,794
2022-02,T2 Leppington Line,Adult,613822
2022-02,T2 Leppington Line,CTP,263880
2022-02,T2 Leppington Line,Child/Youth,40862
2022-02,T2 Leppington Line,Concession,74782
2022-02,T2 Leppington Line,Day Pass without SAF,20
2022-02,T2 Leppington Line,Employee,11945
2022-02,T2 Leppington Line,Free Travel,961
2022-02,T2 Leppington Line,School Student,66745
2022-02,T2 Leppington Line,Senior/Pensioner,144188
2022-02,T2 Leppington Line,Sgl Trip Rail Adult,3344
2022-02,T2 Leppington Line,Sgl Trip Rail Child/Youth,2004
2022-02,T3 Bankstown Line,Adult,460401
2022-02,T3 Bankstown Line,CTP,219306
2022-02,T3 Bankstown Line,Child/Youth,31703
2022-02,T3 Bankstown Line,Concession,53754
2022-02,T3 Bankstown Line,Day Pass without SAF,12
2022-02,T3 Bankstown Line,Employee,7658
2022-02,T3 Bankstown Line,Free Travel,601
2022-02,T3 Bankstown Line,School Student,39998
2022-02,T3 Bankstown Line,Senior/Pensioner,119758
2022-02,T3 Bankstown Line,Sgl Trip Rail Adult,2337
2022-02,T3 Bankstown Line,Sgl Trip Rail Child/Youth,1536
2022-02,T4 Eastern Suburbs and Illawarra Line,Adult,1076359
2022-02,T4 Eastern Suburbs and Illawarra Line,CTP,657474
2022-02,T4 Eastern Suburbs and Illawarra Line,Child/Youth,70082
2022-02,T4 Eastern Suburbs and Illawarra Line,Concession,105473
2022-02,T4 Eastern Suburbs and Illawarra Line,Day Pass Child/Youth w/o SAF,1
2022-02,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,91
2022-02,T4 Eastern Suburbs and Illawarra Line,Employee,27056
2022-02,T4 Eastern Suburbs and Illawarra Line,Free Travel,3084
2022-02,T4 Eastern Suburbs and Illawarra Line,School Student,132869
2022-02,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,232764
2022-02,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,6657
2022-02,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,4145
2022-02,T5 Cumberland Line,Adult,123614
2022-02,T5 Cumberland Line,CTP,46575
2022-02,T5 Cumberland Line,Child/Youth,7192
2022-02,T5 Cumberland Line,Concession,12878
2022-02,T5 Cumberland Line,Employee,1609
2022-02,T5 Cumberland Line,Free Travel,17
2022-02,T5 Cumberland Line,School Student,15014
2022-02,T5 Cumberland Line,Senior/Pensioner,27437
2022-02,T5 Cumberland Line,Sgl Trip Rail Adult,254
2022-02,T5 Cumberland Line,Sgl Trip Rail Child/Youth,209
2022-02,T6 replacement buses,Adult,5185
2022-02,T6 replacement buses,CTP,15
2022-02,T6 replacement buses,Child/Youth,393
2022-02,T6 replacement buses,Concession,426
2022-02,T6 replacement buses,Employee,32
2022-02,T6 replacement buses,Free Travel,13
2022-02,T6 replacement buses,School Student,858
2022-02,T6 replacement buses,Senior/Pensioner,1720
2022-02,T7 Olympic Park Line,Adult,18897
2022-02,T7 Olympic Park Line,CTP,8409
2022-02,T7 Olympic Park Line,Child/Youth,1062
2022-02,T7 Olympic Park Line,Concession,1507
2022-02,T7 Olympic Park Line,Day Pass without SAF,1
2022-02,T7 Olympic Park Line,Employee,509
2022-02,T7 Olympic Park Line,Free Travel,14
2022-02,T7 Olympic Park Line,School Student,1552
2022-02,T7 Olympic Park Line,Senior/Pensioner,2448
2022-02,T7 Olympic Park Line,Sgl Trip Rail Adult,84
2022-02,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,45
2022-02,T8 Airport and South Line,Adult,656738
2022-02,T8 Airport and South Line,CTP,384712
2022-02,T8 Airport and South Line,Child/Youth,40583
2022-02,T8 Airport and South Line,Concession,75834
2022-02,T8 Airport and South Line,Day Pass Child/Youth w/o SAF,1
2022-02,T8 Airport and South Line,Day Pass without SAF,19
2022-02,T8 Airport and South Line,Employee,21901
2022-02,T8 Airport and South Line,Free Travel,1588
2022-02,T8 Airport and South Line,School Student,65281
2022-02,T8 Airport and South Line,Senior/Pensioner,115185
2022-02,T8 Airport and South Line,Sgl Trip Rail Adult,14292
2022-02,T8 Airport and South Line,Sgl Trip Rail Child/Youth,4162
2022-02,T9 Northern Line,Adult,465364
2022-02,T9 Northern Line,CTP,218991
2022-02,T9 Northern Line,Child/Youth,41772
2022-02,T9 Northern Line,Concession,67455
2022-02,T9 Northern Line,Day Pass without SAF,4
2022-02,T9 Northern Line,Employee,7671
2022-02,T9 Northern Line,Free Travel,535
2022-02,T9 Northern Line,School Student,73474
2022-02,T9 Northern Line,Senior/Pensioner,86989
2022-02,T9 Northern Line,Sgl Trip Rail Adult,1282
2022-02,T9 Northern Line,Sgl Trip Rail Child/Youth,812
2022-03,Blue Mountains Line,Adult,63738
2022-03,Blue Mountains Line,CTP,28932
2022-03,Blue Mountains Line,Child/Youth,3793
2022-03,Blue Mountains Line,Concession,9743
2022-03,Blue Mountains Line,Day Pass without SAF,21
2022-03,Blue Mountains Line,Employee,2265
2022-03,Blue Mountains Line,Free Travel,114
2022-03,Blue Mountains Line,School Student,7717
2022-03,Blue Mountains Line,Senior/Pensioner,20927
2022-03,Blue Mountains Line,Sgl Trip Rail Adult,391
2022-03,Blue Mountains Line,Sgl Trip Rail Child/Youth,248
2022-03,Central Coast Newcastle Line,Adult,285373
2022-03,Central Coast Newcastle Line,CTP,146566
2022-03,Central Coast Newcastle Line,Child/Youth,21715
2022-03,Central Coast Newcastle Line,Concession,55034
2022-03,Central Coast Newcastle Line,Day Pass Child/Youth w/o SAF,1
2022-03,Central Coast Newcastle Line,Day Pass without SAF,30
2022-03,Central Coast Newcastle Line,Employee,11051
2022-03,Central Coast Newcastle Line,Free Travel,1192
2022-03,Central Coast Newcastle Line,School Student,60414
2022-03,Central Coast Newcastle Line,Senior/Pensioner,100002
2022-03,Central Coast Newcastle Line,Sgl Trip Rail Adult,2850
2022-03,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,1088
2022-03,Hunter Line,Adult,14679
2022-03,Hunter Line,CTP,12537
2022-03,Hunter Line,Child/Youth,1903
2022-03,Hunter Line,Concession,5944
2022-03,Hunter Line,Day Pass without SAF,19
2022-03,Hunter Line,Employee,281
2022-03,Hunter Line,Free Travel,145
2022-03,Hunter Line,School Student,3398
2022-03,Hunter Line,Senior/Pensioner,8407
2022-03,Hunter Line,Sgl Trip Rail Adult,134
2022-03,Hunter Line,Sgl Trip Rail Child/Youth,54
2022-03,South Coast Line,Adult,108905
2022-03,South Coast Line,CTP,69877
2022-03,South Coast Line,Child/Youth,7692
2022-03,South Coast Line,Concession,19838
2022-03,South Coast Line,Day Pass without SAF,23
2022-03,South Coast Line,Employee,2179
2022-03,South Coast Line,Free Travel,255
2022-03,South Coast Line,School Student,14205
2022-03,South Coast Line,Senior/Pensioner,36702
2022-03,South Coast Line,Sgl Trip Rail Adult,734
2022-03,South Coast Line,Sgl Trip Rail Child/Youth,257
2022-03,Southern Highlands Line,Adult,10289
2022-03,Southern Highlands Line,CTP,5241
2022-03,Southern Highlands Line,Child/Youth,1170
2022-03,Southern Highlands Line,Concession,1267
2022-03,Southern Highlands Line,Day Pass without SAF,3
2022-03,Southern Highlands Line,Employee,316
2022-03,Southern Highlands Line,Free Travel,35
2022-03,Southern Highlands Line,School Student,765
2022-03,Southern Highlands Line,Senior/Pensioner,5080
2022-03,Southern Highlands Line,Sgl Trip Rail Adult,31
2022-03,Southern Highlands Line,Sgl Trip Rail Child/Youth,18
2022-03,T1 North Shore Line,Adult,1020082
2022-03,T1 North Shore Line,CTP,580656
2022-03,T1 North Shore Line,Child/Youth,64858
2022-03,T1 North Shore Line,Concession,176263
2022-03,T1 North Shore Line,Day Pass without SAF,8
2022-03,T1 North Shore Line,Employee,23964
2022-03,T1 North Shore Line,Free Travel,2706
2022-03,T1 North Shore Line,School Student,186067
2022-03,T1 North Shore Line,Senior/Pensioner,183336
2022-03,T1 North Shore Line,Sgl Trip Rail Adult,6009
2022-03,T1 North Shore Line,Sgl Trip Rail Child/Youth,3038
2022-03,T1 Western Line,Adult,1197018
2022-03,T1 Western Line,CTP,516636
2022-03,T1 Western Line,Child/Youth,62395
2022-03,T1 Western Line,Concession,184008
2022-03,T1 Western Line,Day Pass Child/Youth w/o SAF,1
2022-03,T1 Western Line,Day Pass without SAF,230
2022-03,T1 Western Line,Employee,37460
2022-03,T1 Western Line,Free Travel,2483
2022-03,T1 Western Line,School Student,152210
2022-03,T1 Western Line,Senior/Pensioner,236687
2022-03,T1 Western Line,Sgl Trip Rail Adult,7598
2022-03,T1 Western Line,Sgl Trip Rail Child/Youth,5203
2022-03,T2 Inner West Line,Adult,575758
2022-03,T2 Inner West Line,CTP,318797
2022-03,T2 Inner West Line,Child/Youth,26956
2022-03,T2 Inner West Line,Concession,74440
2022-03,T2 Inner West Line,Day Pass without SAF,6
2022-03,T2 Inner West Line,Employee,10658
2022-03,T2 Inner West Line,Free Travel,665
2022-03,T2 Inner West Line,School Student,52419
2022-03,T2 Inner West Line,Senior/Pensioner,100773
2022-03,T2 Inner West Line,Sgl Trip Rail Adult,2552
2022-03,T2 Inner West Line,Sgl Trip Rail Child/Youth,1252
2022-03,T2 Leppington Line,Adult,748027
2022-03,T2 Leppington Line,CTP,343819
2022-03,T2 Leppington Line,Child/Youth,38340
2022-03,T2 Leppington Line,Concession,125133
2022-03,T2 Leppington Line,Day Pass without SAF,25
2022-03,T2 Leppington Line,Employee,14927
2022-03,T2 Leppington Line,Free Travel,1233
2022-03,T2 Leppington Line,School Student,73221
2022-03,T2 Leppington Line,Senior/Pensioner,173749
2022-03,T2 Leppington Line,Sgl Trip Rail Adult,4121
2022-03,T2 Leppington Line,Sgl Trip Rail Child/Youth,2330
2022-03,T3 Bankstown Line,Adult,561820
2022-03,T3 Bankstown Line,CTP,273063
2022-03,T3 Bankstown Line,Child/Youth,29978
2022-03,T3 Bankstown Line,Concession,86715
2022-03,T3 Bankstown Line,Day Pass without SAF,15
2022-03,T3 Bankstown Line,Employee,10013
2022-03,T3 Bankstown Line,Free Travel,763
2022-03,T3 Bankstown Line,School Student,46742
2022-03,T3 Bankstown Line,Senior/Pensioner,144082
2022-03,T3 Bankstown Line,Sgl Trip Rail Adult,2787
2022-03,T3 Bankstown Line,Sgl Trip Rail Child/Youth,1591
2022-03,T4 Eastern Suburbs and Illawarra Line,Adult,1469611
2022-03,T4 Eastern Suburbs and Illawarra Line,CTP,938063
2022-03,T4 Eastern Suburbs and Illawarra Line,Child/Youth,76077
2022-03,T4 Eastern Suburbs and Illawarra Line,Concession,177305
2022-03,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,113
2022-03,T4 Eastern Suburbs and Illawarra Line,Employee,36062
2022-03,T4 Eastern Suburbs and Illawarra Line,Free Travel,3901
2022-03,T4 Eastern Suburbs and Illawarra Line,School Student,149513
2022-03,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,312105
2022-03,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,9137
2022-03,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,5081
2022-03,T5 Cumberland Line,Adult,163789
2022-03,T5 Cumberland Line,CTP,64283
2022-03,T5 Cumberland Line,Child/Youth,6920
2022-03,T5 Cumberland Line,Concession,27228
2022-03,T5 Cumberland Line,Employee,1885
2022-03,T5 Cumberland Line,Free Travel,14
2022-03,T5 Cumberland Line,School Student,17954
2022-03,T5 Cumberland Line,Senior/Pensioner,35236
2022-03,T5 Cumberland Line,Sgl Trip Rail Adult,386
2022-03,T5 Cumberland Line,Sgl Trip Rail Child/Youth,231
2022-03,T6 replacement buses,Adult,6385
2022-03,T6 replacement buses,CTP,35
2022-03,T6 replacement buses,Child/Youth,377
2022-03,T6 replacement buses,Concession,569
2022-03,T6 replacement buses,Employee,37
2022-03,T6 replacement buses,Free Travel,16
2022-03,T6 replacement buses,School Student,730
2022-03,T6 replacement buses,Senior/Pensioner,1964
2022-03,T7 Olympic Park Line,Adult,27723
2022-03,T7 Olympic Park Line,CTP,15006
2022-03,T7 Olympic Park Line,Child/Youth,2157
2022-03,T7 Olympic Park Line,Concession,3038
2022-03,T7 Olympic Park Line,Day Pass without SAF,1
2022-03,T7 Olympic Park Line,Employee,628
2022-03,T7 Olympic Park Line,Free Travel,20
2022-03,T7 Olympic Park Line,School Student,1706
2022-03,T7 Olympic Park Line,Senior/Pensioner,4066
2022-03,T7 Olympic Park Line,Sgl Trip Rail Adult,115
2022-03,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,80
2022-03,T8 Airport and South Line,Adult,888706
2022-03,T8 Airport and South Line,CTP,550348
2022-03,T8 Airport and South Line,Child/Youth,43740
2022-03,T8 Airport and South Line,Concession,126085
2022-03,T8 Airport and South Line,Day Pass without SAF,33
2022-03,T8 Airport and South Line,Employee,29302
2022-03,T8 Airport and South Line,Free Travel,2177
2022-03,T8 Airport and South Line,School Student,75499
2022-03,T8 Airport and South Line,Senior/Pensioner,151544
2022-03,T8 Airport and South Line,Sgl Trip Rail Adult,24085
2022-03,T8 Airport and South Line,Sgl Trip Rail Child/Youth,5287
2022-03,T9 Northern Line,Adult,529182
2022-03,T9 Northern Line,CTP,247607
2022-03,T9 Northern Line,Child/Youth,32317
2022-03,T9 Northern Line,Concession,98337
